Name	Taxon ID	Assembly	Accession					
Stachybotrys chartarum IBT 40288	1283842	S40288v1	GCA_000732765		Spraguea_lophii_42_110	GCA_000430065	Sprlop1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_microsporidia1_collection/spraguea_lophii_42_110_gca_000430065/pep/Spraguea_lophii_42_110_gca_000430065.Sprlop1.0.pep.all.fa.gz
Stachybotrys chartarum IBT 40293	1280524	S40293v1	GCA_000732565		Stachybotrys_chartarum_ibt_40288	GCA_000732765	S40288v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/stachybotrys_chartarum_ibt_40288_gca_000732765/pep/Stachybotrys_chartarum_ibt_40288_gca_000732765.S40288v1.pep.all.fa.gz
Stachybotrys chartarum IBT 7711	1280523	S7711v1	GCA_000730325		Stachybotrys_chartarum_ibt_40293	GCA_000732565	S40293v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/stachybotrys_chartarum_ibt_40293_gca_000732565/pep/Stachybotrys_chartarum_ibt_40293_gca_000732565.S40293v1.pep.all.fa.gz
Stachybotrys chlorohalonata IBT 40285	1283841	S40285v1	GCA_000732775		Stachybotrys_chartarum_ibt_7711	GCA_000730325	S7711v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/stachybotrys_chartarum_ibt_7711_gca_000730325/pep/Stachybotrys_chartarum_ibt_7711_gca_000730325.S7711v1.pep.all.fa.gz
Stagonospora sp. SRC1lsM3a	765868	Stasp1	GCA_001644525		Stachybotrys_chlorohalonata_ibt_40285	GCA_000732775	S40285v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/stachybotrys_chlorohalonata_ibt_40285_gca_000732775/pep/Stachybotrys_chlorohalonata_ibt_40285_gca_000732775.S40285v1.pep.all.fa.gz
Stemphylium lycopersici str. CIDEFI 216	183478	ASM119154v1	GCA_001191545		Stagonospora_sp_src1lsm3a	GCA_001644525	Stasp1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/stagonospora_sp_src1lsm3a_gca_001644525/pep/Stagonospora_sp_src1lsm3a_gca_001644525.Stasp1.pep.all.fa.gz
Stereum hirsutum FP-91666 SS1	721885	Stehi1	GCA_000264905		Stemphylium_lycopersici	GCA_001191545	ASM119154v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/stemphylium_lycopersici_gca_001191545/pep/Stemphylium_lycopersici_gca_001191545.ASM119154v1.pep.all.fa.gz
Sugiyamaella lignohabitans str. CBS 10342	796027	ASM164002v2	GCA_001640025		Stereum_hirsutum_fp_91666_ss1	GCA_000264905	Stehi1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/stereum_hirsutum_fp_91666_ss1_gca_000264905/pep/Stereum_hirsutum_fp_91666_ss1_gca_000264905.Stehi1.pep.all.fa.gz
Suhomyces tanzawaensis NRRL Y-17324	984487	Canta1	GCA_001661415		Sugiyamaella_lignohabitans	GCA_001640025	ASM164002v2	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/sugiyamaella_lignohabitans_gca_001640025/pep/Sugiyamaella_lignohabitans_gca_001640025.ASM164002v2.pep.all.fa.gz
Suillus luteus UH-Slu-Lm8-n1	930992	Suilu1	GCA_000827255		Suhomyces_tanzawaensis_nrrl_y_17324	GCA_001661415	Canta1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/suhomyces_tanzawaensis_nrrl_y_17324_gca_001661415/pep/Suhomyces_tanzawaensis_nrrl_y_17324_gca_001661415.Canta1.pep.all.fa.gz
Syncephalastrum racemosum str. NRRL 2496	13706	Synrac1	GCA_002105135		Suillus_luteus_uh_slu_lm8_n1	GCA_000827255	Suilu1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/suillus_luteus_uh_slu_lm8_n1_gca_000827255/pep/Suillus_luteus_uh_slu_lm8_n1_gca_000827255.Suilu1.pep.all.fa.gz
Talaromyces atroroseus str. IBT 11181	1441469	ASM190759v1	GCA_001907595		Syncephalastrum_racemosum	GCA_002105135	Synrac1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_mucoromycota1_collection/syncephalastrum_racemosum_gca_002105135/pep/Syncephalastrum_racemosum_gca_002105135.Synrac1.pep.all.fa.gz
Talaromyces cellulolyticus str. Y-94	1472165	TcelY94_1.0	GCA_000829775		Talaromyces_atroroseus	GCA_001907595	ASM190759v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/talaromyces_atroroseus_gca_001907595/pep/Talaromyces_atroroseus_gca_001907595.ASM190759v1.pep.all.fa.gz
Talaromyces islandicus	28573	PIS	GCA_000985935		Talaromyces_cellulolyticus	GCA_000829775	TcelY94_1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota2_collection/talaromyces_cellulolyticus_gca_000829775/pep/Talaromyces_cellulolyticus_gca_000829775.TcelY94_1.0.pep.all.fa.gz
Talaromyces marneffei ATCC 18224	441960	JCVI-PMFA1-2.0	GCA_000001985		Talaromyces_islandicus	GCA_000985935	PIS	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota2_collection/talaromyces_islandicus_gca_000985935/pep/Talaromyces_islandicus_gca_000985935.PIS.pep.all.fa.gz
Talaromyces marneffei PM1	1077442	ASM75011v1	GCA_000750115		Talaromyces_marneffei_atcc_18224	GCA_000001985	JCVI-PMFA1-2.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/talaromyces_marneffei_atcc_18224_gca_000001985/pep/Talaromyces_marneffei_atcc_18224_gca_000001985.JCVI-PMFA1-2.0.pep.all.fa.gz
Talaromyces stipitatus ATCC 10500	441959	JCVI-TSTA1-3.0	GCA_000003125		Talaromyces_marneffei_pm1	GCA_000750115	ASM75011v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/talaromyces_marneffei_pm1_gca_000750115/pep/Talaromyces_marneffei_pm1_gca_000750115.ASM75011v1.pep.all.fa.gz
Termitomyces sp. J132	1306850	TerJ1321.0	GCA_001263195		Talaromyces_stipitatus_atcc_10500	GCA_000003125	JCVI-TSTA1-3.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/talaromyces_stipitatus_atcc_10500_gca_000003125/pep/Talaromyces_stipitatus_atcc_10500_gca_000003125.JCVI-TSTA1-3.0.pep.all.fa.gz
Testicularia cyperi str. MCA 3645	1882483	Tescy1	GCA_003144125		Termitomyces_sp_j132	GCA_001263195	TerJ1321.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/termitomyces_sp_j132_gca_001263195/pep/Termitomyces_sp_j132_gca_001263195.TerJ1321.0.pep.all.fa.gz
Tetrapisispora blattae CBS 6284	1071380	ASM31591v1	GCA_000315915		Testicularia_cyperi	GCA_003144125	Tescy1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/testicularia_cyperi_gca_003144125/pep/Testicularia_cyperi_gca_003144125.Tescy1.pep.all.fa.gz
Tetrapisispora phaffii CBS 4417	1071381	ASM23690v1	GCA_000236905		Tetrapisispora_blattae_cbs_6284	GCA_000315915	ASM31591v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/tetrapisispora_blattae_cbs_6284_gca_000315915/pep/Tetrapisispora_blattae_cbs_6284_gca_000315915.ASM31591v1.pep.all.fa.gz
Thermothelomyces thermophila ATCC 42464	573729	ASM22609v1	GCA_000226095		Tetrapisispora_phaffii_cbs_4417	GCA_000236905	ASM23690v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/tetrapisispora_phaffii_cbs_4417_gca_000236905/pep/Tetrapisispora_phaffii_cbs_4417_gca_000236905.ASM23690v1.pep.all.fa.gz
Thielavia terrestris NRRL 8126	578455	ASM22611v1	GCA_000226115		Thermothelomyces_thermophila_atcc_42464	GCA_000226095	ASM22609v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/thermothelomyces_thermophila_atcc_42464_gca_000226095/pep/Thermothelomyces_thermophila_atcc_42464_gca_000226095.ASM22609v1.pep.all.fa.gz
Thielaviopsis punctulata	72032	ASM96861v1	GCA_000968615		Thielavia_terrestris_nrrl_8126	GCA_000226115	ASM22611v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/thielavia_terrestris_nrrl_8126_gca_000226115/pep/Thielavia_terrestris_nrrl_8126_gca_000226115.ASM22611v1.pep.all.fa.gz
Tilletia caries str. DAOM 238032	13290	ASM164500v1	GCA_001645005		Thielaviopsis_punctulata	GCA_000968615	ASM96861v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota2_collection/thielaviopsis_punctulata_gca_000968615/pep/Thielaviopsis_punctulata_gca_000968615.ASM96861v1.pep.all.fa.gz
Tilletia controversa str. DAOM 236426	13291	ASM164504v1	GCA_001645045		Tilletia_caries	GCA_001645005	ASM164500v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/tilletia_caries_gca_001645005/pep/Tilletia_caries_gca_001645005.ASM164500v1.pep.all.fa.gz
Tilletia indica str. DAOM 236416	43049	ASM164501v1	GCA_001645015		Tilletia_controversa	GCA_001645045	ASM164504v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/tilletia_controversa_gca_001645045/pep/Tilletia_controversa_gca_001645045.ASM164504v1.pep.all.fa.gz
Tilletia walkeri str. DAOM 236422	117179	ASM164505v1	GCA_001645055		Tilletia_indica	GCA_001645015	ASM164501v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/tilletia_indica_gca_001645015/pep/Tilletia_indica_gca_001645015.ASM164501v1.pep.all.fa.gz
Tilletiaria anomala UBC 951	1037660	Tilletiaria_anomala_UBC_951_v1.0	GCA_000711695		Tilletia_walkeri	GCA_001645055	ASM164505v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/tilletia_walkeri_gca_001645055/pep/Tilletia_walkeri_gca_001645055.ASM164505v1.pep.all.fa.gz
Tilletiopsis washingtonensis str. MCA 4186	58919	Tilwa1	GCA_003144115		Tilletiaria_anomala_ubc_951	GCA_000711695	Tilletiaria_anomala_UBC_951_v1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/tilletiaria_anomala_ubc_951_gca_000711695/pep/Tilletiaria_anomala_ubc_951_gca_000711695.Tilletiaria_anomala_UBC_951_v1.0.pep.all.fa.gz
Tolypocladium capitatum str. CBS 113982	45235	ASM290118v1	GCA_002901185		Tilletiopsis_washingtonensis	GCA_003144115	Tilwa1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/tilletiopsis_washingtonensis_gca_003144115/pep/Tilletiopsis_washingtonensis_gca_003144115.Tilwa1.pep.all.fa.gz
Tolypocladium ophioglossoides CBS 100239	1163406	Tophv1.0	GCA_001189435		Tolypocladium_capitatum	GCA_002901185	ASM290118v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota4_collection/tolypocladium_capitatum_gca_002901185/pep/Tolypocladium_capitatum_gca_002901185.ASM290118v1.pep.all.fa.gz
Tolypocladium paradoxum str. NRBC 100945	94208	ASM291650v1	GCA_002916505		Tolypocladium_ophioglossoides_cbs_100239	GCA_001189435	Tophv1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/tolypocladium_ophioglossoides_cbs_100239_gca_001189435/pep/Tolypocladium_ophioglossoides_cbs_100239_gca_001189435.Tophv1.0.pep.all.fa.gz
Torrubiella hemipterigena str. BCC 1449	1531966	Allpaths-LG	GCA_000825705		Tolypocladium_paradoxum	GCA_002916505	ASM291650v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota4_collection/tolypocladium_paradoxum_gca_002916505/pep/Tolypocladium_paradoxum_gca_002916505.ASM291650v1.pep.all.fa.gz
Tortispora caseinolytica NRRL Y-17796	767744	Canca1	GCA_001661475		Torrubiella_hemipterigena	GCA_000825705	Allpaths-LG	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota2_collection/torrubiella_hemipterigena_gca_000825705/pep/Torrubiella_hemipterigena_gca_000825705.Allpaths-LG.pep.all.fa.gz
Torulaspora delbrueckii str. CBS 1146	4950	ASM24337v1	GCA_000243375		Tortispora_caseinolytica_nrrl_y_17796	GCA_001661475	Canca1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/tortispora_caseinolytica_nrrl_y_17796_gca_001661475/pep/Tortispora_caseinolytica_nrrl_y_17796_gca_001661475.Canca1.pep.all.fa.gz
Trachipleistophora hominis	72359	ASM31613v1	GCA_000316135		Torulaspora_delbrueckii	GCA_000243375	ASM24337v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/torulaspora_delbrueckii_gca_000243375/pep/Torulaspora_delbrueckii_gca_000243375.ASM24337v1.pep.all.fa.gz
Trametes cinnabarina str. BRFM137	5643	BN946	GCA_000765035		Trachipleistophora_hominis	GCA_000316135	ASM31613v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_microsporidia1_collection/trachipleistophora_hominis_gca_000316135/pep/Trachipleistophora_hominis_gca_000316135.ASM31613v1.pep.all.fa.gz
Trametes coccinea BRFM310	1353009	Pycco1	GCA_002092935		Trametes_cinnabarina	GCA_000765035	BN946	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/trametes_cinnabarina_gca_000765035/pep/Trametes_cinnabarina_gca_000765035.BN946.pep.all.fa.gz
Trametes pubescens str. FBCC735	154538	ASM189594v1	GCA_001895945		Trametes_coccinea_brfm310	GCA_002092935	Pycco1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/trametes_coccinea_brfm310_gca_002092935/pep/Trametes_coccinea_brfm310_gca_002092935.Pycco1.pep.all.fa.gz
Trametes versicolor FP-101664 SS1	717944	Trametes_versicolor_v1.0	GCA_000271585		Trametes_pubescens	GCA_001895945	ASM189594v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/trametes_pubescens_gca_001895945/pep/Trametes_pubescens_gca_001895945.ASM189594v1.pep.all.fa.gz
Tremella mesenterica DSM 1558	578456	Treme1	GCA_000271645		Trametes_versicolor_fp_101664_ss1	GCA_000271585	Trametes_versicolor_v1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/trametes_versicolor_fp_101664_ss1_gca_000271585/pep/Trametes_versicolor_fp_101664_ss1_gca_000271585.Trametes_versicolor_v1.0.pep.all.fa.gz
Trichoderma asperellum CBS 433.97	1042311	Trias_v._1.0	GCA_003025105		Tremella_mesenterica_dsm_1558	GCA_000271645	Treme1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/tremella_mesenterica_dsm_1558_gca_000271645/pep/Tremella_mesenterica_dsm_1558_gca_000271645.Treme1.pep.all.fa.gz
Trichoderma atroviride IMI 206040	452589	TRIAT_v2.0	GCA_000171015		Trichoderma_asperellum_cbs_433_97	GCA_003025105	Trias_v._1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota4_collection/trichoderma_asperellum_cbs_433_97_gca_003025105/pep/Trichoderma_asperellum_cbs_433_97_gca_003025105.Trias_v._1.0.pep.all.fa.gz
Trichoderma citrinoviride str. TUCIM 6016	58853	Trici_v4.0	GCA_003025115		Trichoderma_atroviride_imi_206040	GCA_000171015	TRIAT_v2.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/trichoderma_atroviride_imi_206040_gca_000171015/pep/Trichoderma_atroviride_imi_206040_gca_000171015.TRIAT_v2.0.pep.all.fa.gz
Trichoderma gamsii str. T6085	398673	TGAM01v2	GCA_001481775		Trichoderma_citrinoviride	GCA_003025115	Trici_v4.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota4_collection/trichoderma_citrinoviride_gca_003025115/pep/Trichoderma_citrinoviride_gca_003025115.Trici_v4.0.pep.all.fa.gz
Trichoderma guizhouense str. NJAU 4742	1491466	ASM202278v1	GCA_002022785		Trichoderma_gamsii	GCA_001481775	TGAM01v2	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/trichoderma_gamsii_gca_001481775/pep/Trichoderma_gamsii_gca_001481775.TGAM01v2.pep.all.fa.gz
Trichoderma harzianum CBS 226.95	983964	Allpaths-LG_v._01_03_12	GCA_003025095		Trichoderma_guizhouense	GCA_002022785	ASM202278v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/trichoderma_guizhouense_gca_002022785/pep/Trichoderma_guizhouense_gca_002022785.ASM202278v1.pep.all.fa.gz
Trichoderma harzianum str. T6776	5544	ASM98886v1	GCA_000988865		Trichoderma_harzianum_cbs_226_95	GCA_003025095	Allpaths-LG_v._01_03_12	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota4_collection/trichoderma_harzianum_cbs_226_95_gca_003025095/pep/Trichoderma_harzianum_cbs_226_95_gca_003025095.Allpaths-LG_v._01_03_12.pep.all.fa.gz
Trichoderma harzianum str. TR274	5544	ASM283884v1	GCA_002838845		Trichoderma_harzianum	GCA_000988865	ASM98886v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota2_collection/trichoderma_harzianum_gca_000988865/pep/Trichoderma_harzianum_gca_000988865.ASM98886v1.pep.all.fa.gz
Trichoderma harzianum str. Tr1	5544	Tr1	GCA_002894145		Trichoderma_harzianum	GCA_002838845	ASM283884v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/trichoderma_harzianum_gca_002838845/pep/Trichoderma_harzianum_gca_002838845.ASM283884v1.pep.all.fa.gz
Trichoderma longibrachiatum ATCC 18648	983965	Trilo3	GCA_003025155		Trichoderma_harzianum	GCA_002894145	Tr1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota4_collection/trichoderma_harzianum_gca_002894145/pep/Trichoderma_harzianum_gca_002894145.Tr1.pep.all.fa.gz
Trichoderma parareesei	858221	Tpara_v1.0	GCA_001050175		Trichoderma_longibrachiatum_atcc_18648	GCA_003025155	Trilo3	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota4_collection/trichoderma_longibrachiatum_atcc_18648_gca_003025155/pep/Trichoderma_longibrachiatum_atcc_18648_gca_003025155.Trilo3.pep.all.fa.gz
Trichoderma reesei	431241	GCA_000167675.2	GCA_000167675		Trichoderma_parareesei	GCA_001050175	Tpara_v1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota4_collection/trichoderma_parareesei_gca_001050175/pep/Trichoderma_parareesei_gca_001050175.Tpara_v1.0.pep.all.fa.gz
Trichoderma reesei RUT C-30	1344414	TrireRUTC30_1	GCA_000513815		Trichoderma_reesei	GCA_000167675		ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/trichoderma_reesei/pep/Trichoderma_reesei.GCA_000167675.2.pep.all.fa.gz
Trichoderma virens	413071	ASM17099v1	GCA_000170995		Trichoderma_reesei_rut_c_30	GCA_000513815	TrireRUTC30_1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/trichoderma_reesei_rut_c_30_gca_000513815/pep/Trichoderma_reesei_rut_c_30_gca_000513815.TrireRUTC30_1.pep.all.fa.gz
Trichophyton benhamiae CBS 112371	663331	ASM15112v2	GCA_000151125		Trichoderma_virens		ASM17099v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/trichoderma_virens/pep/Trichoderma_virens.ASM17099v1.pep.all.fa.gz
Trichophyton equinum CBS 127.97	559882	ASM15117v1	GCA_000151175		Trichophyton_benhamiae_cbs_112371	GCA_000151125	ASM15112v2	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/trichophyton_benhamiae_cbs_112371_gca_000151125/pep/Trichophyton_benhamiae_cbs_112371_gca_000151125.ASM15112v2.pep.all.fa.gz
Trichophyton interdigitale H6	1215336	Tric_rubr_H6_V2	GCA_000616785		Trichophyton_equinum_cbs_127_97	GCA_000151175	ASM15117v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/trichophyton_equinum_cbs_127_97_gca_000151175/pep/Trichophyton_equinum_cbs_127_97_gca_000151175.ASM15117v1.pep.all.fa.gz
Trichophyton interdigitale MR816	1215338	Tric_inte_MR816_V1	GCA_000622975		Trichophyton_interdigitale_h6	GCA_000616785	Tric_rubr_H6_V2	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/trichophyton_interdigitale_h6_gca_000616785/pep/Trichophyton_interdigitale_h6_gca_000616785.Tric_rubr_H6_V2.pep.all.fa.gz
Trichophyton mentagrophytes str. TIMM 2789	523103	ABySS_70bp_45k_152cov_v1	GCA_003118255		Trichophyton_interdigitale_mr816	GCA_000622975	Tric_inte_MR816_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/trichophyton_interdigitale_mr816_gca_000622975/pep/Trichophyton_interdigitale_mr816_gca_000622975.Tric_inte_MR816_V1.pep.all.fa.gz
Trichophyton rubrum CBS 100081	1215328	Tric_fish_CBS_100081_V1	GCA_000616805		Trichophyton_mentagrophytes	GCA_003118255	ABySS_70bp_45k_152cov_v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota4_collection/trichophyton_mentagrophytes_gca_003118255/pep/Trichophyton_mentagrophytes_gca_003118255.ABySS_70bp_45k_152cov_v1.pep.all.fa.gz
Trichophyton rubrum CBS 118892	559305	ASM15142v1	GCA_000151425		Trichophyton_rubrum_cbs_100081	GCA_000616805	Tric_fish_CBS_100081_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/trichophyton_rubrum_cbs_100081_gca_000616805/pep/Trichophyton_rubrum_cbs_100081_gca_000616805.Tric_fish_CBS_100081_V1.pep.all.fa.gz
Trichophyton rubrum CBS 202.88	1215334	Tric_raub_CBS_202_88_V2	GCA_000616985		Trichophyton_rubrum_cbs_118892	GCA_000151425	ASM15142v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/trichophyton_rubrum_cbs_118892_gca_000151425/pep/Trichophyton_rubrum_cbs_118892_gca_000151425.ASM15142v1.pep.all.fa.gz
Trichophyton rubrum CBS 288.86	1215330	Tric_fish_CBS_288_86_V1	GCA_000616825		Trichophyton_rubrum_cbs_202_88	GCA_000616985	Tric_raub_CBS_202_88_V2	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/trichophyton_rubrum_cbs_202_88_gca_000616985/pep/Trichophyton_rubrum_cbs_202_88_gca_000616985.Tric_raub_CBS_202_88_V2.pep.all.fa.gz
Trichophyton rubrum CBS 289.86	1215329	Tric_kane_CBS_289_86_V1	GCA_000616845		Trichophyton_rubrum_cbs_288_86	GCA_000616825	Tric_fish_CBS_288_86_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/trichophyton_rubrum_cbs_288_86_gca_000616825/pep/Trichophyton_rubrum_cbs_288_86_gca_000616825.Tric_fish_CBS_288_86_V1.pep.all.fa.gz
Trichophyton rubrum CBS 735.88	1215332	Tric_megn_CBS_735_88_V1	GCA_000616965		Trichophyton_rubrum_cbs_289_86	GCA_000616845	Tric_kane_CBS_289_86_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/trichophyton_rubrum_cbs_289_86_gca_000616845/pep/Trichophyton_rubrum_cbs_289_86_gca_000616845.Tric_kane_CBS_289_86_V1.pep.all.fa.gz
Trichophyton rubrum D6	1215335	Tric_rubr_D6_V1	GCA_000622995		Trichophyton_rubrum_cbs_735_88	GCA_000616965	Tric_megn_CBS_735_88_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/trichophyton_rubrum_cbs_735_88_gca_000616965/pep/Trichophyton_rubrum_cbs_735_88_gca_000616965.Tric_megn_CBS_735_88_V1.pep.all.fa.gz
Trichophyton rubrum MR1448	1215339	Tric_rubr_M1448_V1	GCA_000616905		Trichophyton_rubrum_d6	GCA_000622995	Tric_rubr_D6_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/trichophyton_rubrum_d6_gca_000622995/pep/Trichophyton_rubrum_d6_gca_000622995.Tric_rubr_D6_V1.pep.all.fa.gz
Trichophyton rubrum MR1459	1215341	Tric_rubr_MR1459_V1	GCA_000616945		Trichophyton_rubrum	GCA_001651445	CMCC_F_T1i	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/trichophyton_rubrum_gca_001651445/pep/Trichophyton_rubrum_gca_001651445.CMCC_F_T1i.pep.all.fa.gz
Trichophyton rubrum MR850	1215337	Tric_rubr_MR-850_V1	GCA_000616765		Trichophyton_rubrum_mr1448	GCA_000616905	Tric_rubr_M1448_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/trichophyton_rubrum_mr1448_gca_000616905/pep/Trichophyton_rubrum_mr1448_gca_000616905.Tric_rubr_M1448_V1.pep.all.fa.gz
Trichophyton rubrum str. CMCC(F)T1i	5551	CMCC_F_T1i	GCA_001651445		Trichophyton_rubrum_mr1459	GCA_000616945	Tric_rubr_MR1459_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/trichophyton_rubrum_mr1459_gca_000616945/pep/Trichophyton_rubrum_mr1459_gca_000616945.Tric_rubr_MR1459_V1.pep.all.fa.gz
Trichophyton soudanense CBS 452.61	1215331	Tric_soud_CBS_452_61_V1	GCA_000616865		Trichophyton_rubrum_mr850	GCA_000616765	Tric_rubr_MR-850_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/trichophyton_rubrum_mr850_gca_000616765/pep/Trichophyton_rubrum_mr850_gca_000616765.Tric_rubr_MR-850_V1.pep.all.fa.gz
